C++ 程序的内存区域怎么划分？	这题在考什么 考察你对进程、内存、文件描述符、系统调用和性能排查的理解。 先用人话理解 这题可以先抓住一句主线：通常从进程虚拟地址空间角度讲：代码段保存机器指令；只读数据段保存字符串字面量和常量数据；数据段保存已初始化的全局变量和静态变量；BSS 段保存未初始化或零初始化的全局/静态变量；堆用于动态分配；栈用于函数调用帧、局部自动变量、返回地址等；还会有内存映射区，例如动态库、mmap 映射文件、线程栈等。 这类题先抓主线，再补边界；不要一开始把所有分支都铺开。 原理拆开 - 先区分用户态看到的抽象和内核里的真实资源，例如 fd、页表、虚拟内存。 - 再说明为什么这个机制能提升隔离性、性能或可管理性。 - 排查类问题要按指标、工具、现象、根因的顺序讲。 下面是这道题需要掌握的核心内容： 面试回答版： 通常从进程虚拟地址空间角度讲：代码段保存机器指令；只读数据段保存字符串字面量和常量数据；数据段保存已初始化的全局变量和静态变量；BSS 段保存未初始化或零初始化的全局/静态变量；堆用于动态分配；栈用于函数调用帧、局部自动变量、返回地址等；还会有内存映射区，例如动态库、mmap 映射文件、线程栈等。 追问补充： - C++ 标准不规定具体进程内存布局，这是操作系统和 ABI 的实现问题。 - 局部 static 变量不在普通函数栈帧里，它具有静态存储期。 - new 出来的对象本身在自由存储区/堆上，但指向它的指针变量如果是局部变量，指针变量本身在栈上。 易错点： 不要说“常量一定在常量区”。有些常量可能被优化掉，字符串字面量的存储和合并也是实现相关。 代码/伪代码示例 代码见原文 底层原理再往下一层 再往下一层看，Linux 把很多东西都抽象成文件描述符、虚拟内存区域和内核对象。理解 fd 表、页表、调度和系统调用边界，很多现象就能解释清楚。 面试回答版 回答时可以按“三段式”讲： 1. 先给结论，直接回答它是什么或怎么做。 2. 再解释原因，把底层机制或设计动机讲出来。 3. 最后补一个边界，例如什么时候不适用、哪里容易错、工程里怎么验证。 如果只剩 30 秒，可以压缩成：通常从进程虚拟地址空间角度讲：代码段保存机器指令；只读数据段保存字符串字面量和常量数据；数据段保存已初始化的全局变量和静态变量；BSS 段保存未初始化或零初始化的全局/静态变量；堆用于动态分配；栈用于函数调用帧、局部自动变量、返回地址等；还会有内存映射区，例如动态库、mmap 映射文件、线程栈等。 易错点 不要把用户态现象和内核机制混在一起。比如内存增长不一定是泄漏，缺页也不一定是错误。 面试官可能继续追问 - 这个现象用什么命令或工具排查？ - 用户态和内核态各发生了什么？ - 资源限制在哪里配置？	Linux_OS
new/delete 和 malloc/free 有什么区别？	这题在考什么 考察你是否理解 C++ 的类型语义、对象生命周期、所有权、编译期/运行期边界，而不是只背语法名词。 先用人话理解 这题可以先抓住一句主线：new 是 C++ 运算符，会先申请内存，再调用构造函数；失败默认抛出 std::bad_alloc。delete 会先调用析构函数，再释放内存。malloc/free 是 C 库函数，只按字节申请和释放原始内存，不会构造/析构对象，失败返回 nullptr。 学习 C++ 题时，可以先问自己：这个对象是谁创建的、谁销毁的、能不能被拷贝、异常时会不会泄漏。 原理拆开 - 先区分标准语义和常见实现，例如虚表、SSO、容器扩容倍数都属于实现细节。 - 回答时尽量围绕生命周期：对象什么时候构造、什么时候析构、谁拥有资源、异常时会怎样。 - 如果涉及性能，要说明减少的是拷贝、分配、锁竞争还是运行期派发。 下面是这道题需要掌握的核心内容： 面试回答版： new 是 C++ 运算符，会先申请内存，再调用构造函数；失败默认抛出 std::bad_alloc。delete 会先调用析构函数，再释放内存。malloc/free 是 C 库函数，只按字节申请和释放原始内存，不会构造/析构对象，失败返回 nullptr。 追问补充： - new[] 必须配 delete[]，new 必须配 delete。 - 可以重载 operator new/delete，用于内存池、对齐分配、调试统计等。 - 如果用 malloc 给 C++ 对象分配空间，必须使用 placement new 显式构造，析构也要手动调用。 易错点： delete nullptr 是安全的；free(nullptr) 也安全。真正危险的是重复释放、释放非对应分配器得到的内存、数组和单对象释放方式不匹配。 代码/伪代码示例 代码见原文 底层原理再往下一层 再往下一层看，C++ 题通常会落到对象模型、ABI、编译器生成的特殊成员函数、栈展开、动态分配器和标准库实现。面试中不要把这些实现细节说成标准强制，但要知道常见实现为什么会这样做。 malloc 底层通常不是每次都直接向操作系统要内存。常见分配器会维护不同大小的空闲块，小对象从用户态堆缓存里切块；大块内存可能通过 mmap；堆不够时再用 brk/sbrk 或 mmap 扩展。new 通常会先调用 operator new 拿原始内存，再调用构造函数。 面试回答版 回答时可以按“三段式”讲： 1. 先给结论，直接回答它是什么或怎么做。 2. 再解释原因，把底层机制或设计动机讲出来。 3. 最后补一个边界，例如什么时候不适用、哪里容易错、工程里怎么验证。 如果只剩 30 秒，可以压缩成：new 是 C++ 运算符，会先申请内存，再调用构造函数；失败默认抛出 std::bad_alloc。delete 会先调用析构函数，再释放内存。malloc/free 是 C 库函数，只按字节申请和释放原始内存，不会构造/析构对象，失败返回 nullptr。 易错点 不要把常见实现说成标准保证；也不要只背概念名词，要落到生命周期、所有权和异常安全。 面试官可能继续追问 - 如果发生拷贝/移动/析构，会不会出错？ - 这是标准保证还是某个编译器/库的实现？ - 异常路径下资源会不会泄漏？	C++
RAII 是什么？为什么 C++ 面试很爱问？	这题在考什么 考察你是否理解 C++ 的类型语义、对象生命周期、所有权、编译期/运行期边界，而不是只背语法名词。 先用人话理解 这题可以先抓住一句主线：RAII 是“资源获取即初始化”。把资源生命周期绑定到对象生命周期：构造函数获取资源，析构函数释放资源。这样无论函数正常返回还是异常退出，栈对象析构都会自动释放资源。智能指针、std::lock_guard、文件句柄封装、socket 封装都属于 RAII 思路。 学习 C++ 题时，可以先问自己：这个对象是谁创建的、谁销毁的、能不能被拷贝、异常时会不会泄漏。 原理拆开 - 先区分标准语义和常见实现，例如虚表、SSO、容器扩容倍数都属于实现细节。 - 回答时尽量围绕生命周期：对象什么时候构造、什么时候析构、谁拥有资源、异常时会怎样。 - 如果涉及性能，要说明减少的是拷贝、分配、锁竞争还是运行期派发。 下面是这道题需要掌握的核心内容： 面试回答版： RAII 是“资源获取即初始化”。把资源生命周期绑定到对象生命周期：构造函数获取资源，析构函数释放资源。这样无论函数正常返回还是异常退出，栈对象析构都会自动释放资源。智能指针、std::lock_guard、文件句柄封装、socket 封装都属于 RAII 思路。 追问补充： - RAII 的核心不只是“自动释放内存”，而是管理任何需要成对操作的资源。 - 配合移动语义可以表达唯一所有权，例如 std::unique_ptr。 - 析构函数通常不应抛异常，否则异常传播期间可能触发 std::terminate。 易错点： RAII 不是垃圾回收。它是确定性的生命周期管理，释放时机通常在对象离开作用域时发生。 代码/伪代码示例 代码见原文 底层原理再往下一层 再往下一层看，C++ 题通常会落到对象模型、ABI、编译器生成的特殊成员函数、栈展开、动态分配器和标准库实现。面试中不要把这些实现细节说成标准强制，但要知道常见实现为什么会这样做。 面试回答版 回答时可以按“三段式”讲： 1. 先给结论，直接回答它是什么或怎么做。 2. 再解释原因，把底层机制或设计动机讲出来。 3. 最后补一个边界，例如什么时候不适用、哪里容易错、工程里怎么验证。 如果只剩 30 秒，可以压缩成：RAII 是“资源获取即初始化”。把资源生命周期绑定到对象生命周期：构造函数获取资源，析构函数释放资源。这样无论函数正常返回还是异常退出，栈对象析构都会自动释放资源。智能指针、std::lock_guard、文件句柄封装、socket 封装都属于 RAII 思路。 易错点 不要把常见实现说成标准保证；也不要只背概念名词，要落到生命周期、所有权和异常安全。 面试官可能继续追问 - 如果发生拷贝/移动/析构，会不会出错？ - 这是标准保证还是某个编译器/库的实现？ - 异常路径下资源会不会泄漏？	C++
指针和引用的区别？	这题在考什么 考察你是否理解 C++ 的类型语义、对象生命周期、所有权、编译期/运行期边界，而不是只背语法名词。 先用人话理解 这题可以先抓住一句主线：引用是对象的别名，声明时通常必须初始化，之后不能重新绑定到另一个对象；指针是一个变量，保存地址，可以为空，可以改变指向。语义上引用更强调“必定引用一个有效对象”，指针更适合表达可空、可重置、数组遍历等场景。 追问补充： - 引用在实现上常被编译器用指针实现，但语言语义不同。 学习 C++ 题时，可以先问自己：这个对象是谁创建的、谁销毁的、能不能被拷贝、异常时会不会泄漏。 原理拆开 - 先区分标准语义和常见实现，例如虚表、SSO、容器扩容倍数都属于实现细节。 - 回答时尽量围绕生命周期：对象什么时候构造、什么时候析构、谁拥有资源、异常时会怎样。 - 如果涉及性能，要说明减少的是拷贝、分配、锁竞争还是运行期派发。 下面是这道题需要掌握的核心内容： 面试回答版： 引用是对象的别名，声明时通常必须初始化，之后不能重新绑定到另一个对象；指针是一个变量，保存地址，可以为空，可以改变指向。语义上引用更强调“必定引用一个有效对象”，指针更适合表达可空、可重置、数组遍历等场景。 追问补充： - 引用在实现上常被编译器用指针实现，但语言语义不同。 - sizeof(ref) 得到的是被引用对象大小，不是地址大小。 - 函数参数用引用可以避免拷贝；用 const T& 可以绑定临时对象并延长其生命周期到引用作用域。 易错点： 不要返回局部变量引用或指针。函数返回后局部对象已销毁，引用/指针悬空。 代码/伪代码示例 代码见原文 底层原理再往下一层 再往下一层看，C++ 题通常会落到对象模型、ABI、编译器生成的特殊成员函数、栈展开、动态分配器和标准库实现。面试中不要把这些实现细节说成标准强制，但要知道常见实现为什么会这样做。 面试回答版 回答时可以按“三段式”讲： 1. 先给结论，直接回答它是什么或怎么做。 2. 再解释原因，把底层机制或设计动机讲出来。 3. 最后补一个边界，例如什么时候不适用、哪里容易错、工程里怎么验证。 如果只剩 30 秒，可以压缩成：引用是对象的别名，声明时通常必须初始化，之后不能重新绑定到另一个对象；指针是一个变量，保存地址，可以为空，可以改变指向。语义上引用更强调“必定引用一个有效对象”，指针更适合表达可空、可重置、数组遍历等场景。 追问补充： - 引用在实现上常被编译器用指针实现，但语言语义不同。 易错点 不要把常见实现说成标准保证；也不要只背概念名词，要落到生命周期、所有权和异常安全。 面试官可能继续追问 - 如果发生拷贝/移动/析构，会不会出错？ - 这是标准保证还是某个编译器/库的实现？ - 异常路径下资源会不会泄漏？	C++
const 常见用法怎么讲？	这题在考什么 考察你是否理解 C++ 的类型语义、对象生命周期、所有权、编译期/运行期边界，而不是只背语法名词。 先用人话理解 这题可以先抓住一句主线：const 表示对象或接口不可被修改。常见用法包括：const int* p 表示不能通过 p 修改所指对象；int* const p 表示指针本身不可改；const 成员函数表示不修改对象的可观察状态；函数参数用 const T& 避免拷贝并承诺不修改；返回 const 引用可以避免外部修改内部对象。 学习 C++ 题时，可以先问自己：这个对象是谁创建的、谁销毁的、能不能被拷贝、异常时会不会泄漏。 原理拆开 - 先区分标准语义和常见实现，例如虚表、SSO、容器扩容倍数都属于实现细节。 - 回答时尽量围绕生命周期：对象什么时候构造、什么时候析构、谁拥有资源、异常时会怎样。 - 如果涉及性能，要说明减少的是拷贝、分配、锁竞争还是运行期派发。 下面是这道题需要掌握的核心内容： 面试回答版： const 表示对象或接口不可被修改。常见用法包括：const int* p 表示不能通过 p 修改所指对象；int* const p 表示指针本身不可改；const 成员函数表示不修改对象的可观察状态；函数参数用 const T& 避免拷贝并承诺不修改；返回 const 引用可以避免外部修改内部对象。 追问补充： - mutable 成员可以在 const 成员函数里修改，常用于缓存、统计、互斥锁。 - const_cast 只能去掉 cv 限定，不能让本来就是 const 的对象被安全修改。 - 顶层 const 和底层 const 在模板推导、函数重载里行为不同。 易错点： const 不是线程安全保证。多个线程读写同一对象仍需要同步。 代码/伪代码示例 代码见原文 底层原理再往下一层 再往下一层看，C++ 题通常会落到对象模型、ABI、编译器生成的特殊成员函数、栈展开、动态分配器和标准库实现。面试中不要把这些实现细节说成标准强制，但要知道常见实现为什么会这样做。 面试回答版 回答时可以按“三段式”讲： 1. 先给结论，直接回答它是什么或怎么做。 2. 再解释原因，把底层机制或设计动机讲出来。 3. 最后补一个边界，例如什么时候不适用、哪里容易错、工程里怎么验证。 如果只剩 30 秒，可以压缩成：const 表示对象或接口不可被修改。常见用法包括：const int* p 表示不能通过 p 修改所指对象；int* const p 表示指针本身不可改；const 成员函数表示不修改对象的可观察状态；函数参数用 const T& 避免拷贝并承诺不修改；返回 const 引用可以避免外部修改内部对象。 易错点 不要把常见实现说成标准保证；也不要只背概念名词，要落到生命周期、所有权和异常安全。 面试官可能继续追问 - 如果发生拷贝/移动/析构，会不会出错？ - 这是标准保证还是某个编译器/库的实现？ - 异常路径下资源会不会泄漏？	C++
static 在 C++ 里有哪些含义？	这题在考什么 考察你是否理解 C++ 的类型语义、对象生命周期、所有权、编译期/运行期边界，而不是只背语法名词。 先用人话理解 这题可以先抓住一句主线：static 要按上下文解释：局部静态变量具有静态存储期，只初始化一次；全局静态变量或静态函数具有内部链接，只在当前翻译单元可见；类静态成员属于类而不是某个对象；类静态成员函数没有 this 指针，只能直接访问静态成员。 追问补充： - C++11 起，函数局部静态变量初始化是线程安全的。 学习 C++ 题时，可以先问自己：这个对象是谁创建的、谁销毁的、能不能被拷贝、异常时会不会泄漏。 原理拆开 - 先区分标准语义和常见实现，例如虚表、SSO、容器扩容倍数都属于实现细节。 - 回答时尽量围绕生命周期：对象什么时候构造、什么时候析构、谁拥有资源、异常时会怎样。 - 如果涉及性能，要说明减少的是拷贝、分配、锁竞争还是运行期派发。 下面是这道题需要掌握的核心内容： 面试回答版： static 要按上下文解释：局部静态变量具有静态存储期，只初始化一次；全局静态变量或静态函数具有内部链接，只在当前翻译单元可见；类静态成员属于类而不是某个对象；类静态成员函数没有 this 指针，只能直接访问静态成员。 追问补充： - C++11 起，函数局部静态变量初始化是线程安全的。 - 类内声明的静态数据成员通常还需要定义；C++17 inline static 可以简化。 - 文件作用域的 static 在现代 C++ 中可用匿名命名空间替代。 易错点： 局部静态变量的生命周期到程序结束，不是函数返回就销毁。 代码/伪代码示例 代码见原文 底层原理再往下一层 再往下一层看，C++ 题通常会落到对象模型、ABI、编译器生成的特殊成员函数、栈展开、动态分配器和标准库实现。面试中不要把这些实现细节说成标准强制，但要知道常见实现为什么会这样做。 面试回答版 回答时可以按“三段式”讲： 1. 先给结论，直接回答它是什么或怎么做。 2. 再解释原因，把底层机制或设计动机讲出来。 3. 最后补一个边界，例如什么时候不适用、哪里容易错、工程里怎么验证。 如果只剩 30 秒，可以压缩成：static 要按上下文解释：局部静态变量具有静态存储期，只初始化一次；全局静态变量或静态函数具有内部链接，只在当前翻译单元可见；类静态成员属于类而不是某个对象；类静态成员函数没有 this 指针，只能直接访问静态成员。 追问补充： - C++11 起，函数局部静态变量初始化是线程安全的。 易错点 不要把常见实现说成标准保证；也不要只背概念名词，要落到生命周期、所有权和异常安全。 面试官可能继续追问 - 如果发生拷贝/移动/析构，会不会出错？ - 这是标准保证还是某个编译器/库的实现？ - 异常路径下资源会不会泄漏？	C++
inline 的真实含义是什么？	这题在考什么 考察你是否理解 C++ 的类型语义、对象生命周期、所有权、编译期/运行期边界，而不是只背语法名词。 先用人话理解 这题可以先抓住一句主线：inline 最初用于建议编译器内联展开，但现代 C++ 更重要的语义是允许一个函数或变量在多个翻译单元中有定义，只要这些定义满足 ODR 要求。是否真正内联由编译器优化决定。 追问补充： - 类内定义的成员函数隐式 inline。 - C++17 支持 inline variable。 学习 C++ 题时，可以先问自己：这个对象是谁创建的、谁销毁的、能不能被拷贝、异常时会不会泄漏。 原理拆开 - 先区分标准语义和常见实现，例如虚表、SSO、容器扩容倍数都属于实现细节。 - 回答时尽量围绕生命周期：对象什么时候构造、什么时候析构、谁拥有资源、异常时会怎样。 - 如果涉及性能，要说明减少的是拷贝、分配、锁竞争还是运行期派发。 下面是这道题需要掌握的核心内容： 面试回答版： inline 最初用于建议编译器内联展开，但现代 C++ 更重要的语义是允许一个函数或变量在多个翻译单元中有定义，只要这些定义满足 ODR 要求。是否真正内联由编译器优化决定。 追问补充： - 类内定义的成员函数隐式 inline。 - C++17 支持 inline variable。 - 头文件中定义非模板函数通常要加 inline，否则多翻译单元包含后可能重定义。 易错点： inline 不是强制内联；递归、体积大、地址被取用等情况都可能不内联。 代码/伪代码示例 代码见原文 底层原理再往下一层 再往下一层看，C++ 题通常会落到对象模型、ABI、编译器生成的特殊成员函数、栈展开、动态分配器和标准库实现。面试中不要把这些实现细节说成标准强制，但要知道常见实现为什么会这样做。 面试回答版 回答时可以按“三段式”讲： 1. 先给结论，直接回答它是什么或怎么做。 2. 再解释原因，把底层机制或设计动机讲出来。 3. 最后补一个边界，例如什么时候不适用、哪里容易错、工程里怎么验证。 如果只剩 30 秒，可以压缩成：inline 最初用于建议编译器内联展开，但现代 C++ 更重要的语义是允许一个函数或变量在多个翻译单元中有定义，只要这些定义满足 ODR 要求。是否真正内联由编译器优化决定。 追问补充： - 类内定义的成员函数隐式 inline。 - C++17 支持 inline variable。 易错点 不要把常见实现说成标准保证；也不要只背概念名词，要落到生命周期、所有权和异常安全。 面试官可能继续追问 - 如果发生拷贝/移动/析构，会不会出错？ - 这是标准保证还是某个编译器/库的实现？ - 异常路径下资源会不会泄漏？	C++
extern 和头文件声明怎么理解？	这题在考什么 考察你是否理解 C++ 的类型语义、对象生命周期、所有权、编译期/运行期边界，而不是只背语法名词。 先用人话理解 这题可以先抓住一句主线：extern 用于声明一个变量或函数在别处定义，让当前翻译单元能引用它。头文件通常放声明，源文件放唯一一个定义，避免多重定义。函数声明默认具有外部链接，变量如果在头文件直接定义，多个源文件包含后容易违反 ODR。 追问补充： - extern "C" 用于关闭 C++ 名字改编，便于和 C ABI 链接。 学习 C++ 题时，可以先问自己：这个对象是谁创建的、谁销毁的、能不能被拷贝、异常时会不会泄漏。 原理拆开 - 先区分标准语义和常见实现，例如虚表、SSO、容器扩容倍数都属于实现细节。 - 回答时尽量围绕生命周期：对象什么时候构造、什么时候析构、谁拥有资源、异常时会怎样。 - 如果涉及性能，要说明减少的是拷贝、分配、锁竞争还是运行期派发。 下面是这道题需要掌握的核心内容： 面试回答版： extern 用于声明一个变量或函数在别处定义，让当前翻译单元能引用它。头文件通常放声明，源文件放唯一一个定义，避免多重定义。函数声明默认具有外部链接，变量如果在头文件直接定义，多个源文件包含后容易违反 ODR。 追问补充： - extern "C" 用于关闭 C++ 名字改编，便于和 C ABI 链接。 - static 文件作用域变量是内部链接，不能被其他翻译单元 extern 引用。 易错点： extern int x; 是声明；int x; 通常是定义。 代码/伪代码示例 代码见原文 底层原理再往下一层 再往下一层看，C++ 题通常会落到对象模型、ABI、编译器生成的特殊成员函数、栈展开、动态分配器和标准库实现。面试中不要把这些实现细节说成标准强制，但要知道常见实现为什么会这样做。 面试回答版 回答时可以按“三段式”讲： 1. 先给结论，直接回答它是什么或怎么做。 2. 再解释原因，把底层机制或设计动机讲出来。 3. 最后补一个边界，例如什么时候不适用、哪里容易错、工程里怎么验证。 如果只剩 30 秒，可以压缩成：extern 用于声明一个变量或函数在别处定义，让当前翻译单元能引用它。头文件通常放声明，源文件放唯一一个定义，避免多重定义。函数声明默认具有外部链接，变量如果在头文件直接定义，多个源文件包含后容易违反 ODR。 追问补充： - extern "C" 用于关闭 C++ 名字改编，便于和 C ABI 链接。 易错点 不要把常见实现说成标准保证；也不要只背概念名词，要落到生命周期、所有权和异常安全。 面试官可能继续追问 - 如果发生拷贝/移动/析构，会不会出错？ - 这是标准保证还是某个编译器/库的实现？ - 异常路径下资源会不会泄漏？	C++
C++ 对象构造和析构顺序？	这题在考什么 考察你是否理解 C++ 的类型语义、对象生命周期、所有权、编译期/运行期边界，而不是只背语法名词。 先用人话理解 这题可以先抓住一句主线：构造对象时，先构造虚基类，再构造直接基类，再按成员声明顺序构造成员，最后执行构造函数体。析构顺序反过来：先执行析构函数体，再析构成员，再析构基类。局部对象按构造相反顺序析构。 追问补充： - 成员初始化顺序由成员声明顺序决定，不由初始化列表书写顺序决定。 学习 C++ 题时，可以先问自己：这个对象是谁创建的、谁销毁的、能不能被拷贝、异常时会不会泄漏。 原理拆开 - 先区分标准语义和常见实现，例如虚表、SSO、容器扩容倍数都属于实现细节。 - 回答时尽量围绕生命周期：对象什么时候构造、什么时候析构、谁拥有资源、异常时会怎样。 - 如果涉及性能，要说明减少的是拷贝、分配、锁竞争还是运行期派发。 下面是这道题需要掌握的核心内容： 面试回答版： 构造对象时，先构造虚基类，再构造直接基类，再按成员声明顺序构造成员，最后执行构造函数体。析构顺序反过来：先执行析构函数体，再析构成员，再析构基类。局部对象按构造相反顺序析构。 追问补充： - 成员初始化顺序由成员声明顺序决定，不由初始化列表书写顺序决定。 - 构造/析构期间虚函数调用不会表现出完整多态，只会调用当前构造/析构层级对应版本。 - 多态基类析构函数通常要声明为 virtual。 易错点： 初始化列表不是“赋值”，它直接初始化成员；对引用成员、const 成员、无默认构造成员必须用初始化列表。 代码/伪代码示例 代码见原文 底层原理再往下一层 再往下一层看，C++ 题通常会落到对象模型、ABI、编译器生成的特殊成员函数、栈展开、动态分配器和标准库实现。面试中不要把这些实现细节说成标准强制，但要知道常见实现为什么会这样做。 面试回答版 回答时可以按“三段式”讲： 1. 先给结论，直接回答它是什么或怎么做。 2. 再解释原因，把底层机制或设计动机讲出来。 3. 最后补一个边界，例如什么时候不适用、哪里容易错、工程里怎么验证。 如果只剩 30 秒，可以压缩成：构造对象时，先构造虚基类，再构造直接基类，再按成员声明顺序构造成员，最后执行构造函数体。析构顺序反过来：先执行析构函数体，再析构成员，再析构基类。局部对象按构造相反顺序析构。 追问补充： - 成员初始化顺序由成员声明顺序决定，不由初始化列表书写顺序决定。 易错点 不要把常见实现说成标准保证；也不要只背概念名词，要落到生命周期、所有权和异常安全。 面试官可能继续追问 - 如果发生拷贝/移动/析构，会不会出错？ - 这是标准保证还是某个编译器/库的实现？ - 异常路径下资源会不会泄漏？	C++
拷贝构造、拷贝赋值、移动构造、移动赋值怎么区分？	这题在考什么 考察你是否理解 C++ 的类型语义、对象生命周期、所有权、编译期/运行期边界，而不是只背语法名词。 先用人话理解 这题可以先抓住一句主线：拷贝构造用已有对象创建新对象；拷贝赋值是两个已存在对象之间赋值。移动构造/移动赋值从右值对象“接管资源”，避免深拷贝。含资源所有权的类要特别处理这些函数，遵循 Rule of Three/Five；更现代的做法是 Rule of Zero，让成员自己管理资源。 学习 C++ 题时，可以先问自己：这个对象是谁创建的、谁销毁的、能不能被拷贝、异常时会不会泄漏。 原理拆开 - 先区分标准语义和常见实现，例如虚表、SSO、容器扩容倍数都属于实现细节。 - 回答时尽量围绕生命周期：对象什么时候构造、什么时候析构、谁拥有资源、异常时会怎样。 - 如果涉及性能，要说明减少的是拷贝、分配、锁竞争还是运行期派发。 下面是这道题需要掌握的核心内容： 面试回答版： 拷贝构造用已有对象创建新对象；拷贝赋值是两个已存在对象之间赋值。移动构造/移动赋值从右值对象“接管资源”，避免深拷贝。含资源所有权的类要特别处理这些函数，遵循 Rule of Three/Five；更现代的做法是 Rule of Zero，让成员自己管理资源。 追问补充： - 移动后对象必须保持可析构、可赋值的有效状态，但具体值不应依赖。 - 移动构造通常应标记 noexcept，否则 vector 扩容时可能退回拷贝以保证异常安全。 - 自赋值检查常用于拷贝赋值，移动赋值也要避免释放后又访问同一资源。 易错点： std::move 不移动任何东西，它只是把表达式转换成右值引用，真正移动发生在移动构造/赋值里。 代码/伪代码示例 代码见原文 底层原理再往下一层 再往下一层看，C++ 题通常会落到对象模型、ABI、编译器生成的特殊成员函数、栈展开、动态分配器和标准库实现。面试中不要把这些实现细节说成标准强制，但要知道常见实现为什么会这样做。 面试回答版 回答时可以按“三段式”讲： 1. 先给结论，直接回答它是什么或怎么做。 2. 再解释原因，把底层机制或设计动机讲出来。 3. 最后补一个边界，例如什么时候不适用、哪里容易错、工程里怎么验证。 如果只剩 30 秒，可以压缩成：拷贝构造用已有对象创建新对象；拷贝赋值是两个已存在对象之间赋值。移动构造/移动赋值从右值对象“接管资源”，避免深拷贝。含资源所有权的类要特别处理这些函数，遵循 Rule of Three/Five；更现代的做法是 Rule of Zero，让成员自己管理资源。 易错点 不要把常见实现说成标准保证；也不要只背概念名词，要落到生命周期、所有权和异常安全。 面试官可能继续追问 - 如果发生拷贝/移动/析构，会不会出错？ - 这是标准保证还是某个编译器/库的实现？ - 异常路径下资源会不会泄漏？	C++
